category,text,split
Business,"Pfizer News Sends Blue Chips Down.  NEW YORK (Reuters) - The Dow Jones industrial average fell  on Friday after Pfizer Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=PFE.N target=/stocks/quickinfo/fullquote""&gt;PFE.N&lt;/A&gt; shares opened nearly 19  percent down on trial data for its popular arthritis drug  Celebrex that showed increased risk of heart attack.",train
Business,Mounties initiate Nortel investigation. The Royal Canadian Mounted Police (RCMP) have launched a criminal investigation into the financial accounting practices of network gear maker Nortel Networks just days before the company is set to release some of its restated financial results. ,train
Business,"U.S. Stocks Gain as Oil Retreats.  NEW YORK (Reuters) - U.S. stocks closed higher on Monday  after a drop in oil prices eased worries about corporate  profits, although disappointing earnings from diversified  manufacturer 3M Co. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=MMM.N target=/stocks/quickinfo/fullquote""&gt;MMM.N&lt;/A&gt; limited gains on the blue-chip Dow.",train
Business,As American as Cowboy Boots?. The European Aeronautic Defense and Space Company is using patriotic imagery in its new marketing campaign to gain a toehold inside the Pentagon.,train
Business,"Fed Expected to Stay the Course for Now. If there is a good rule of thumb about the Federal Reserve, it is this: A startling economic report is not enough to sway policy. When the Labor Department reported ",train
Business,"US stocks end lower on job data, record high for oil. NEW YORK (CBS.MW) -- US stocks ended lower Friday as September #39;s weaker-than-expected employment report closed out a week of disappointing economic data, with a new a record high for oil and a lackluster start to the third quarter earning season prompting ",train
Business,"US May Have New Case of Mad Cow Disease.  WASHINGTON (Reuters) - A final test is likely to confirm a  second U.S. case of mad cow disease, experts said on Thursday,  though they see a small possibility the animal, which tested  ""inconclusive"" in two preliminary tests, could be given a clean  bill of health.",train
Business,"SEC Charges Hollinger's Black with Fraud.   WASHINGTON (Reuters) - U.S. regulators filed fraud charges  on Monday against former Hollinger International Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=HLR.N target=/stocks/quickinfo/fullquote""&gt;HLR.N&lt;/A&gt;  Chairman Conrad Black and his deputy, David Radler, moving to  bar the two from serving as officers of a public company.",train
Business,"Bank 'looks to block Glazer bid'. The Financial Times claims Nomura, the Japanese bank, is involved in a plan to raise 200m to block a takeover of Man Utd by Malcolm Glazer.",train
Business,"Kmart names new CEO. Kmart yesterday hired a restaurant and branding expert as its new president and chief executive officer, suggesting the nation #39;s third-largest discount retailer would soon start ",train
Business,Xstrata in new bid for mines firm. Swiss firm Xstrata relaunches a takeover bid for Australian mining company WMC Resources by appealing directly to its shareholders.,train
Business,Oil Prices Edge Below \$49 a Barrel.  SINGAPORE (Reuters) - Oil prices edged below \$49 a barrel  on Wednesday as traders looked ahead to an expected build in  weekly U.S. inventory data that would help bolster the thin  supply cushion ahead of peak northern winter demand.,train
Business,EU Trade Chief Confident in Boeing Row.  BRUSSELS (Reuters) - Incoming European Union trade chief  Peter Mandelson said on Monday he was confident the EU would  have a strong counter-case if the United States brought a claim  to the World Trade Organization over aircraft subsidies.,train
Business,Lawyer says we #39;re good guys. Drug giant Merck pulled its painkiller Vioxx because it increased the risk of heart attacks and strokes. Now the company may face thousands of lawsuits.,train
Business,"Woolies, Coles to compete for ALH. COLES Myer will belatedly enter the takeover contest for Australian Leisure  amp; Hospitality today with a bid that will trump arch-rival Woolworths.",train
Business,REL asks quitting directors to rethink. Mumbai: The board of Indian power utility Reliance Energy Ltd. told the Bombay exchange on Tuesday it had asked its six directors who resigned last week to reconsider their resignations.,train
Business,"Toyota, Partner to Invest \$461 Mln in China Venture (Update2). Toyota Motor Corp., the world #39;s biggest carmaker by value, will invest 3.8 billion yuan (\$461 million) with its partner Guangzhou Automobile Group to boost manufacturing capacity in ",train
Business,"A primer on office politics, good and bad. One doesn't have to get past the first page of this book before corporate consultants and coaches Rick Brandon and Marty Seldman spell out one of the major problems many corporations face today: ''For most people, the words integrity and politics don't mix.""",train
Business,"Factory Orders Dip as Aircraft Dive. New orders at US factories fell unexpectedly in August after a sharp drop in demand for civilian aircraft, government data showed on Monday.",train
Business,"Yen Rises Vs Dollar Despite Japan Data.  TOKYO (Reuters) - The yen advanced against the dollar on  Friday, shrugging off weak third-quarter growth figures for  Japan as market worries persisted about the huge U.S. deficits.",train
Business,Dollar Falls as Deficit Worries Mount.  LONDON (Reuters) - The dollar fell within half a cent of  last week's record low against the euro on Thursday after  capital inflows data added to worries the United States may  struggle to fund its current account deficit.,train
Business,"Pfizer Hikes Warning on Bextra Skin Risk.  NEW YORK (Reuters) - Pfizer Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=PFE.N target=/stocks/quickinfo/fullquote""&gt;PFE.N&lt;/A&gt; said on Friday it  is sending additional information to healthcare professionals  about its arthritis drug Bextra, a COX-2 product in the same  class as the withdrawn drug Vioxx.",train
Business,"Colgate Cuts 2nd-Half Profit Forecast as Costs Rise (Update1). Colgate-Palmolive Co., the world #39;s largest toothpaste maker, said second-half profit will be less than analysts #39; estimates because of higher marketing and raw material costs.",train
Business,"Cellular Firms End Dispute Over Airwaves. Cellular industry arch-rivals Nextel Communications Inc. and Verizon Wireless reached an accord yesterday, with Verizon Wireless agreeing not to sue to block regulators from giving Nextel control of airwaves worth billions of dollars.",train
Business,"Albertsons Profit Up;Stock Off on Outlook.  NEW YORK (Reuters) - Albertsons Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=ABS.N target=/stocks/quickinfo/fullquote""&gt;ABS.N&lt;/A&gt;, the No. 2  U.S. grocer, on Thursday posted higher quarterly profit, but  warned that full-year earnings could hit the low end of its  estimates due to competition and skittish consumers, sending  shares down 6 percent.",train
Business,Texas Instruments Plans Investment. US-based chipmaker Texas Instruments Inc. said it will spend about US\$300 million (euro 240 million) over the next three years to increase output at its facilities in the northern Philippines.,train
Business,General Electric Posts Higher 3rd-Quarter Profit. The results matched the consensus estimate of 38 cents per share with health care and transportation among the businesses with a jump in orders.,train
Business,"South African Miner in Hostile Bid for Gold Fields. Harmony Gold Mining, the largest miner of South African gold, made a hostile bid yesterday to acquire Gold Fields Ltd., another South African miner, for 52.",train
Business,In The News: Instant Recall. Oct. 11 issue - Last week Merck pulled its blockbuster arthritis-and-pain-relief drug Vioxx from the market. This week the 1.27 million Americans who were taking it are wondering what to do.,train
Business,"Trump Hotels Said to Reach Deal to Avoid Bankruptcy. Trump Hotels has reached a preliminary agreement with its investors to restructure \$1.8 billion in debt, fending off a possible bankruptcy filing.",train
Business,"On average, quarter was a loser (USATODAY.com). USATODAY.com - In the great race between stock mutual funds and the mattress, the mattress won.",train
Business,"Soybeans Retreat, Grains Futures Mixed. Soybean futures edged lower Friday in early activity on the Chicago Board of Trade. Grain futures were mixed. Wheat for December delivery rose 1/4 cent to \$3.",train
Business,"UK growth forecast trimmed. Higher oil prices and rising interest rates are likely to lead to a slowdown in spending on the UK High Street, business leaders predict.",train
Business,"Reebok Third-Quarter Earnings, Sales Up. Athletic shoe and apparel maker Reebok International Ltd. (RBK) on Thursday posted better-than-expected quarterly earnings, helped by improved sales due to acquisitions and the weak dollar.",train
Business,"Shopping surges ahead of Christmas. Retail sales have risen sharply in the run-up to the key Christmas season, adding to data which suggests the economy is gathering pace and interest rates may rise next year.",train
Business,Chip and PC Stocks Mixed on Warnings. Semiconductor stocks were mixed Tuesday after Advanced Micro Devices Inc. warned quarterly revenue would be lower than expected due to sluggish sales of flash memory chips used in mobile phones and other devices.,train
Business,"Under Attack, Director Says Hollinger's Black Misled Him. Richard N. Perle, a director at the media company Hollinger International who was criticized in an internal report, says he was duped by its former chief, Conrad M. Black.",train
Business,WTO rules against US gambling laws. The World Trade Organization says the US ban on cross-border gambling violates international trade laws; the United States said it would appeal.,train
Business,"M #39;m! M #39;m! Could Be Better!. Campbell Soup Company (NYSE: CPB) shareholders, when seeing today #39;s first-quarter earnings report, probably said,  quot;M #39;m!",train
Business,"Stocks Open Higher, Shrug Off Oil Spike.  NEW YORK (Reuters) - U.S. stocks opened higher on Tuesday,  with beaten down shares offering bargains to investors and oil  producer stocks bolstered by crude oil prices breaking through  the \$50 a barrel mark.",train
Business,"Stocks Open Flat, Waiting for Fed.  NEW YORK (Reuters) - U.S. stocks opened flat on Tuesday as  investors took another pause after last week's big rally, with  the Fed expected to raise interest rates a quarter point on  Wednesday.",train
Business,"Sabre, NWA Trade Barbs Over Ticketing Fee. AUGUST 25, 2004 -- The Sabre Travel Network yesterday responded quickly to Northwest Airlines #39; decision to impose a fee on all domestic tickets issued through global distribution systems, firing back with its own policy changes and concluding the ",train
Business,"Oil Hits \$53 on Winter Worries, Nigeria.  LONDON (Reuters) - Oil prices scaled new heights at \$53 for  U.S. crude on Thursday on concerns over tight winter heating  fuel supplies and an unexpected strike at Nigerian oil  terminals.",train
Business,"Blockbuster nixes late fees on rentals. Keep that copy of Shrek 2 an extra week. Heck, keep it forever: Blockbuster Inc. announced yesterday that the ubiquitous rental chain is letting customers hold onto movie and game ",train
Business,US Bells Do Video on Path Blazed by Small Telcos. The three largest US local telephone corporations made a splash this summer with plans to sell video services on their voice and data lines in a few years.,train
Business,"Big Tax Plans, Big Tax Risks. Reforming the tax system is more politically risky and economically complex than the president let on during the campaign.",train
Business,"Motorola to Cut 1,000 Jobs.  NEW YORK (Reuters) - Telecommunications equipment maker  Motorola Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=MOT.N target=/stocks/quickinfo/fullquote""&gt;MOT.N&lt;/A&gt; said on Tuesday that it would cut 1,000  jobs and take related charges of about \$50 million to focus on  its wireless business.",train
Business,"Hurricanes lead to spike in jobless claims. The number of Americans filing new claims for jobless benefits rose last week. The Labor Department says claims, reflecting the impact of hurricanes in Florida, increased by a seasonally adjusted 14,000 to 350,000.",train
Business,"Broker Downgrades Sink Medtronic.  CHICAGO (Reuters) - Shares of Medtronic Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=MDT.N target=/stocks/quickinfo/fullquote""&gt;MDT.N&lt;/A&gt; on  Thursday sank 7 percent to their lowest level in more than  three months after the medical device maker posted  weaker-than-expected growth in one of its key business units,  sparking at least three broker downgrades.",train
Business,"S amp;P 500 Rises for 4th Day; Material, Energy Shares Lead Advance. The Standard  amp; Poor #39;s 500 Index rose for a fourth day as investors looked past a disappointing third- quarter economic growth report to better-than-expected readings on Chicago-area business and consumer confidence.",train
Business,Mitsubishi Motors reports large half-year loss. Hard-pressed Japanese automaker Mitsubishi Motors Corp. posted a big half-year loss on Monday and widened its full-year net loss projection even as it aims to tame a domestic sales plunge with its newly launched compact car.,train
Business,"McTeer: Lonesome Dove to be an Aggie. NEW YORK (CNN/Money) - A New Economy champion, a lover of the Texas picker poets who write lovesick country songs...and, oh, by the way, a member of the Federal Reserve system for 36 years.",train
Business,"CA aquires computer security firm. Computer Associates International Inc., as promised, is back in the acquisition game, scooping up its second computer security company in as many months with an agreement to buy Netegrity Inc.",train
Business,"Santander sells stake in Royal Bank of Scotland. LONDON, September 9 (New Ratings) - Santander Central Hispano (BSD2.FSE) has indicated that it is selling a 2.51 stake in Royal Bank of Scotland Group Plc, in an attempt to seek regulatory approval to acquire UKs Abbey National Plc.",train
Business,"Singapore #39;s unemployment rate eases to 3.4 as economy expands. SINGAPORE : Singapore #39;s unemployment rate has fallen to its lowest level in five years on the back of strong economic growth in the first half of the year, the government said Monday.",train
Business,"Japan Shares Fall to Low on Oil Worry.  TOKYO (Reuters) - Japan's Nikkei share average fell 0.4  percent to a six-week closing low on Tuesday, marking an  eight-day losing streak, after oil prices topped \$50 a barrel,  fanning concern over the business outlook for Japanese  companies.",train
Business,Microsoft signs two Indian deals. The announcement came as Microsoft chief executive Steve Ballmer opened the group #39;s new Indian headquarters in the city of Hyderabad.,train
Business,"Update 1: United Airlines to Slash US Flights. As part of its bid to emerge profitably from bankruptcy, United Airlines announced plans Wednesday to slash its domestic flight schedule, increase its more profitable international schedule and reduce the size of its fleet over the next six months.",train
Business,"RealNetworks Ends Download 49-Cent Promo.  SEATTLE (Reuters) - RealNetworks Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=RNWK.O target=/stocks/quickinfo/fullquote""&gt;RNWK.O&lt;/A&gt; is ending  its 49 cent-per-song music download service but will keep the  promotional prices in place for top 10 songs, the Internet  media and software company said on Thursday.",train
Business,"UPDATE 2-Viacom posts loss on charges; cable networks up. Viacom Inc. (VIAb.N: Quote, Profile, Research) (VIA.N: Quote, Profile, Research) on Thursday posted a quarterly loss on charges related to the spinoff of video rental chain Blockbuster ",train
Business,"EchoStar Posts Profit, Adds Subscribers (Reuters). Reuters - EchoStar Communications Corp. \on Tuesday said third-quarter profit rose on an aggressive\campaign to add more new subscribers.",train
Business,"US-bound News Corp posts strong Q1 profits. Media giant News Corp today posted a 27 rise in first quarter net profit today, prompting chief Rupert Murdoch to declare that the US-bound company is on the cusp of a new era of prosperity.",train
Business,Bid to create grocery giant. METCASH stunned long-term suitor Foodland (FOA) yesterday with an audacious \$846 million takeover bid to create a supermarket heavyweight better able to compete with its bigger rivals.,train
Business,"Bipartisan Panel Seeks Greenhouse Gas Limits. A bipartisan commission that includes energy industry executives, environmentalists and academics will issue a report Wednesday that calls on the nation to adopt mandatory limits on greenhouse gas emissions linked to global warming, set stricter fuel economy standards and promote nuclear power, renewable energy and oil exploration.",train
Business,"Steenland: Northwest Joins Southwest In Raiding Bankrupt ATA Turf. Gnawed by Northwest. Joining an apparent feeding frenzy, Northwest Airlines (nasdaq: NWAC - news - people ) on Tuesday said it plans to expand in Indianapolis, a move that will knock rival ATA Airlines from its No.",train
Business,Business brisk as Americans stream to Canada for flu shots. Americans are streaming into Canada -- in some cases by the boatload -- in search of flu vaccine.,train
Business,Lowe's Optimistic Outlook. Second-largest home improvement retailer continues to produce strong results.,train
Business,"Ready, set, shop. THE GAZETTE. But this is a different sacred day: Black Friday, the day after Thanksgiving, the high holy day of American consumerism.",train
Business,DA #39;s office: Marsh to plead guilty in crematory case. The criminal case against a former crematory operator in northwest Georgia appears headed for a plea deal. A prosecutor says in a letter to victims #39; families that Ray Brent Marsh -- who is ,train
Business,"5 Ways to Wreck Your Retirement. In the retirement game, sometimes the best offense is a good defense.",train
Business,"A gumshoe #39;s in charge. Still sounding like a prosecutor, though, Cherkasky is demanding accountability from execs at Marsh  amp; McLennan, the beleaguered firm he has led for less than a week.",train
Business,"Demand For Oil Exceeds Forecasts. Oil demand is rising faster than predicted this year as OPEC pumps more low-quality oil in a failed bid to reduce record prices, according to International Energy Agency, an adviser to 26 industrialized nations.",train
Business,"Poultry Stocks See Mixed Recovery. Despite a weak third-quarter earnings report that sent its shares plunging 24 percent Tuesday, poultry producer Sanderson Farms Inc.",train
Business,"Nikkei Seen Flat; Earnings, Data Awaited.  TOKYO (Reuters) - Japanese stocks are expected to change  little from the previous day's closing levels on Thursday as  investors await key domestic economic data and earnings reports  from companies such as Tokyo Electron Ltd.  September machinery  orders data is due on Thursday afternoon, ahead of Friday's  gross domestic product (GDP) figures for the July-September  quarter.",train
Business,"Corporate Krueger haunts PeopleSoft. A few weeks ago the then-CEO of PeopleSoft, Craig Conway, posed the following question to attendees at a technology conference:  quot;Have you ever had a bad dream that never ended?",train
Business,"US Stocks Up Slightly After Ford Forecast.  NEW YORK (Reuters) - U.S. blue chips edged higher on   Friday after Ford Motor Co. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=F.N target=/stocks/quickinfo/fullquote""&gt;F.N&lt;/A&gt; raised its earnings  forecasts, but wireless technology provider Qualcomm Inc.  &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=QCOM.O target=/stocks/quickinfo/fullquote""&gt;QCOM.O&lt;/A&gt; held back the Nasdaq after saying an accounting review  may reduce pretax income.  ",train
Business,"China, Argentina sign 5 cooperation documents. China and Argentina signed five agreements in Buenos Aires Tuesday that will allow them to expand cooperation in the areas of trade, space, education, tourism and railways.",train
Business,BT cuts prices for telecom rivals. Ofcom is cutting the price BT can charge its rivals for putting their broadband equipment in its exchanges by up to 60.,train
Business,"CA pays \$430M for Netegrity. Computer Associates International Inc., as promised, has returned to the acquisition game, scooping up its second computer security company in as many months with an agreement to buy Netegrity Inc.",train
Business,"New ALH bid tipped. AFTER almost three months of inaction, investors are betting Australian Leisure  amp; Hospitality is finally in play after private equity group Newbridge trumped rival bidder Bruandwo #39;s offer.",train
Business,Dollar Extends Gains After Economic Data.  NEW YORK (Reuters) - The dollar strengthened against major  European currencies in largely technical trading on Friday  after two U.S. economic reports matched or beat market  expectations.,train
Business,"Oracle: 61 Pct PeopleSoft Stock Tendered.  SAN FRANCISCO (Reuters) - Oracle Corp. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=ORCL.O target=/stocks/quickinfo/fullquote""&gt;ORCL.O&lt;/A&gt; on Friday  said 61 percent of PeopleSoft Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=PSFT.O target=/stocks/quickinfo/fullquote""&gt;PSFT.O&lt;/A&gt; shares were  tendered for its \$24-a-share offer, strengthening Oracle's  hostile bid position as it waits to see if PeopleSoft's board  will remove the final barrier to a deal.",train
Business,Will Tellabs Push Its Luck?. Perhaps the optical network supplier should call off its merger with AFC.,train
Business,"Constellation Bids \$970 Mln for Mondavi. Wine and beer distributor Constellation Brands Inc. (STZ.N: Quote, Profile, Research) on Tuesday said it launched an unsolicited \$970 million offer for winemaker Robert Mondavi Corp.",train
Business,"GE pledges to meet rules of disclosure in SEC pact. General Electric Co. yesterday agreed to a settlement with the Securities and Exchange Commission, which accused the company of failing to provide shareholders ",train
Business,"Steel group sees continued strength in China demand. LONDON (CBS.MW) -- European markets saw a moderate advance in early trade Monday, carrying over some of the late-session rally on Wall Street and helped by steel group Arcelor #39;s view of Chinese demand.",train
Business,"The Kremlins Leviathan. In Putins Russia Gazprom is by no means a mere natural monopoly, nor a newly established ministry for oil and gas. Gazprom is an instrument of public administration just like the pro-Kremlin United Russia ",train
Business,"The man behind the deal. Eddie Lampert has built a reputation as one of the investing world #39;s savviest money managers. By Yuval Rosenberg, CNN/Money contributing writer.",train
Business,"Iron Ore Prices to Jump 20 Percent in 2005. Iron ore prices will probably rise another 20 percent in 2005 after increasing 19 percent this year, the top executive of the world #39;s biggest ore exporter said Monday.",train
Business,"Colgate-Palmolive Announces Job Cuts. Toothpaste maker Colgate-Palmolive said today it is cutting 4,400 jobs and closing a third of its 78 factories around the world. The group, which makes products such as Colgate ",train
Business,"Oracle considers lower PeopleSoft offer. Oracle Corp could reduce its offer for PeopleSoft Inc by as much as a third, to \$2.5 billion or \$14 a share, to reflect declining performance at the rival company, an Oracle executive reportedly testified yesterday.",train
Business,"Fed raises rates another quarter-point. The Federal Reserve raised short-term interest rates a quarter-point for the fourth time in five months Wednesday, extending its campaign to keep inflation in check after the economy showed impressive job growth over the past three months.",train
Business,A deal would officially end billing disputes. The Pentagon has all but abandoned hope that Halliburton Co. will be able to fully account for all expenses associated with supporting US troops in Iraq and is considering an accounting armistice.,train
Business,"Chain Store Sales Fall in Latest Week.  NEW YORK (Reuters) - U.S. chain store retail sales fell for  the second week in a row, with customers mostly just window  shopping, a report said on Tuesday.",train
Business,Ross Stores Profit Plummets 40 Percent (AP). AP - Discount retailer Ross Stores Inc. Wednesday said its profit fell about 40 percent in the latest quarter due to problems with a new computer system that limited the company's ability to respond to changes in customer demand.,train
Business,"Attacks on Disney's Eisner Abate. On Friday, the former Disney directors who led a shareholder rebellion aimed at the ouster of Disney's chief executive and other directors this year said they had dropped plans to run a slate of directors at next year's shareholders meeting.",train
Business,"Stern #39;s Move Is a Signal Event. Though Howard Stern #39;s defection from broadcast to satellite radio is still 16 months off, the industry is already trying to figure out what will fill the crater in ad revenue and listenership that he is expected to leave behind.",train
Business,"Wi-Fi successor is called high-speed hype -- for now. SAN FRANCISCO -- At virtually every turn, Intel Corp. executives are heaping praise on an emerging long-range wireless technology known as WiMAX, which can blanket entire cities with high-speed Internet access.",train
Business,Retail Sales Fall 0.3 Percent in August. Retail sales slid in August as people steered away from buying cars and shoppers kept a close eye on their spending after splurging in July.,train
Business,"Boeing chief rules out compromise. The chief executive of the US plane maker Boeing warned yesterday that America would not compromise over its demand for an end to subsidies for Airbus, in remarks that raised ",train
Business,"Taking Advantage of the Terminally Stupid. Would you pay \$4 for something that, at best, is worth a dime? Concord Communications shareholders would.",train
Business,"Rats in Mouse #39;s house?. Remember John Edwards Two Americas campaign theme? It occurred to me how well that theme fits the corporate world. For proof, look no further than the stockholder lawsuit against Walt Disney Co.",train
Business,"NY to Sue Some Insurers for Manipulation.  NEW YORK (Reuters) - New York Attorney General Eliot  Spitzer is launching a suit against several prominent  participants in the insurance industry, including AIG and  broker Marsh   McLennan Cos. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=MMC.N target=/stocks/quickinfo/fullquote""&gt;MMC.N&lt;/A&gt;, charging they engaged in  market manipulation, Spitzer's office said.",train
Business,"Study: meager recovery for IT job market. The number of US information technology workers rose 2 percent to 10.5 million in the first quarter of this year, but demand for them is dropping, according to a new report.",train
Business,"U.S. Stocks Set for Steady Open.  NEW YORK (Reuters) - U.S. stocks looked set for little  change at the open on Friday as losses in previous sessions  were seen leveling off, but high oil prices and their possible  effect on corporate profits and consumer spending remain a  worry for investors.",train
Business,"Qualcomm May Change Accounting,Shares Off.  CHICAGO (Reuters) - Qualcomm Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=QCOM.O target=/stocks/quickinfo/fullquote""&gt;QCOM.O&lt;/A&gt;, a maker of  chips used in mobile phones, on Friday said it may change the  way it recognizes royalties from licensees, which would reduce  fourth-quarter pretax income by \$298 million.",train
Business,"Fannie Mae woes may hit stock. If Fannie Mae (FNM) is hampered by new limits on its operations, shareholders of the USA #39;s biggest mortgage-investment company are likely to feel the pinch more than the nation #39;s mortgage borrowers.",train
Business,A Deepening Debate on Soldiers and Their Insurers. Some life insurers and their agents say that improper meddling by senior officers is preventing young soldiers from getting supplemental insurance coverage.,train
Business,SEC may put end to quid pro quo (USATODAY.com). USATODAY.com - The Securities and Exchange Commission is expected to vote Wednesday to prohibit mutual fund companies from funneling stock trades to brokerage firms that agree to promote their funds to investors.,train
Business,Woolworths ordered to extend ALH takeover deadline. An independent takeovers panel has headed off Woolworths #39; attempts to force a resolution in the takeover battle for liquor retailer Australian Leisure and Hospitality (ALH).,train
Business,"FDA questions Ill. plan to buy drugs from UK . WASHINGTON -- The Illinois governor's ambitious plan to help that state's residents buy prescription drugs from Britain also may permit drug imports from Europe's developing nations, the Food and Drug Administration fears.",train
Business,Santander: Rejects Spanish court tax ruling on execs. LONDON (CBS.MW) -- Spain #39;s Banco Santander (STD) said it was in  quot;complete disagreement with a judicial decision quot; on Wednesday after a Spanish court ruling on tax fraud in a case dating from the 1980s.,train
Business,"Safeway Sets Outlook Below Estimates (Reuters). Reuters - Grocery chain operator Safeway Inc.\ on Wednesday set a 2005 earnings per share goal that\was below analysts' expectations, with added marketing expenses\and lingering impact from a strike at its Vons stores weighing\on profits.",train
Business,"Boeing trying to keep up Aircraftmaker seeks buyers for new &lt;b&gt;...&lt;/b&gt;. Seattle -- The assembly line at Boeing Co. #39;s cavernous Everett plant near here is designed to keep moving continuously, if almost imperceptibly, as workers scramble over the silvery bodies of skeletal Boeing 777s, applying finishing touches.",train
Business,"Sony Ericsson profits from mobile growth. Mobile phone maker Sony Ericsson has reported a steep year-on-year incline in revenues for the third quarter, as the public appetite for sophisticated handsets heightens.",train
Business,"U.S. Mortgage Rates Rise in Latest Week (Reuters). Reuters - Interest rates on U.S. 30-year and\15-year mortgages rose in the latest week as an improving\economy stoked fears of inflation, mortgage finance company\Freddie Mac said on Thursday.",train
Business,US Airways' Holding Pattern. A decision on labor relief may be the difference between survival and liquidation.,train
Business,Amazon Leaves Jungle Business. The company has no further expansion plans after buying a Chinese website. Also: Virgin joins quest for a better iPod   hellip;. PeopleSoft makes promise that Oracle will live up to   hellip;. and more.,train
Business,Reed on track despite science outlook. Reed Elsevier on Thursday reiterated that it remained on track to deliver mid to high single-digit earnings-per-share growth this year despite concerns over its science publishing unit.,train
Business,"Credit Card Delinquencies at a 4-Year Low.  NEW YORK (Reuters) - Americans paid their credit card bills  on time at a record high level in June, sending credit card  delinquencies to their lowest level in four years, Moody's  Investors Service said on Monday.",train
Business,"Taser Execs Selling Heavily on the News. Shares of Taser International Inc. (TASR.O: Quote, Profile, Research) have jumped 20 percent since early last week as the stun gun maker issued a slew of announcements ",train
Business,"Air Canada confirms order for 45 Embraer jets. MONTREAL : Air Canada said it sealed a deal with Brazil #39;s Embraer SA for 45 Embraer-190 aircraft, worth 1.35 billion US dollars at list price.",train
Business,Congress Asks SEC for Mutual Fund Study.  WASHINGTON (Reuters) - The U.S. Congress asked the  Securities and Exchange Commission on Saturday to send  lawmakers a report justifying a new rule forcing mutual fund  boards to have independent chairmen.,train
Business,"Qualcomm buys British firm. Cell phone chip maker Qualcomm said on Tuesday it has purchased United Kingdom-based wireless developer Trigenix, in part to bolster Qualcomm #39;s stake in the European cell phone market.",train
Business,"Abramovich: Sells Stake To Countryman. From one billionaire to the next: Two members of the Forbes list of the world #39;s richest people are players in deal surrounding Russian Aluminum, the world #39;s third largest producer of what #39;s known on the periodic table as  quot;Al quot;.",train
Business,"Honeywell Sues Apple, Others Over LCD Patent. Honeywell announced late Wednesday it has filed a lawsuit against Apple, and 33 other electronics companies claiming claiming infringement of a liquid crystal display (LCD) patent.",train
Business,"SEC Seeks to Make Hedge Funds More Transparent. Description: A divided Securities and Exchange Commission will likely approve new regulations governing the hedge fund industry. Under the rules, all but the smallest hedge funds would be required to register with federal regulators.",train
Business,"Shake-up at British retailer. LONDON Marks  amp; Spencer announced a management shake-up Tuesday that cost six senior executives their jobs, as the company said profit plunged and sales dipped in its home market for the first half of 2004.",train
Business,"Qantas says record profit not big enough. Australia #39;s flagship carrier Qantas Airways has reported a record annual net profit but warned oil prices threatened its performance, increasing the chance of a hike in ticket price surcharges to offset its fuel bill. ",train
Business,"China to cut deficit, curb government investment in 2005: official. BEIJING : The Chinese government will try to cut its huge deficit next year and curb investment financed from public coffers, state media said, quoting Vice Finance Minister Lou Jiwei.",train
Business,Hundreds laid off at Fleet offices. Bank of America Corp. yesterday laid off hundreds of workers at Fleet bank branches across the Northeast as the North Carolina bank began to implement its brand of ...,train
Business,"IMF sees rising oil prices having little impact on global growth. TOKYO: Rising oil prices are unlikely to deal a major blow to global economic growth although the trend may seem  quot;uncomfortable, quot; a researcher with the International Monetary Fund says.",train
Business,Bed Bath   Beyond Debt-Free. The leading home-goods retailer keeps its balance sheet clean and delivers strong results.,train
Business,"BHP Approves Spence Copper Mine, Iron Ore Expansion (Update1). BHP Billiton, the world #39;s largest miner, approved the \$990 million Spence Copper Project in northern Chile and a \$575 million expansion of its iron ore operations in Western Australia.",train
Business,Software Service Aims to Outfox Caller ID. A new computerized service enables customers to create phony outbound phone numbers in order to mask their telephone identities.,train
Business,"Oracle #39;s sweet on PeopleSoft. Oracle sweetened its hostile bid for rival business software maker PeopleSoft to \$9.2 billion, a 14 increase aimed at resolving the long-running takeover battle between the bitter foes.",train
Business,"Avaya to Buy Germany's Tenovis (Reuters). Reuters - Avaya Inc. , a\telecommunications equipment supplier, on Tuesday said it would\buy Tenovis GmbH   Co. of Germany from private equity firm\Kohlberg Kravis Roberts   Co. for  #36;370 million to expand its\presence in Europe.",train
Business,Investors back News revisions. THE News Corporation Ltd has won the battle to gain local support for its move to the US after unveiling far-reaching concessions on corporate governance.,train
